Player,p1_x_p2_x,p1_x_p2_y,p1_y_p2_x,p1_y_p2_y
p1,23.7999992370605,23.7999992370605,23.7999992370605,23.7999992370605
p2,23.7999992370605,23.7999992370605,23.7999992370605,23.7999992370605
