experiment,treatment,session,match_period,match_group,supergame_period,supergame_ending,player,role,a1,a2,a3,a4,a5,a6,observation
cooper et al._1996,no comm,,1,N/A,N/A,N/A,cooper et al._1996_1,player_1,1,N/A,N/A,N/A,N/A,N/A,0
cooper et al._1996,no comm,,1,N/A,N/A,N/A,cooper et al._1996_2,player_2,3,N/A,N/A,N/A,N/A,N/A,0
cooper et al._1996,no comm,,1,N/A,N/A,N/A,cooper et al._1996_11,player_1,1,N/A,N/A,N/A,N/A,N/A,0
cooper et al._1996,no comm,,1,N/A,N/A,N/A,cooper et al._1996_12,player_2,3,N/A,N/A,N/A,N/A,N/A,0
cooper et al._1996,no comm,,1,N/A,N/A,N/A,cooper et al._1996_13,player_1,2,N/A,N/A,N/A,N/A,N/A,0
cooper et al._1996,no comm,,1,N/A,N/A,N/A,cooper et al._1996_14,player_2,3,N/A,N/A,N/A,N/A,N/A,0
cooper et al._1996,no comm,,1,N/A,N/A,N/A,cooper et al._1996_15,player_1,1,N/A,N/A,N/A,N/A,N/A,0
cooper et al._1996,no comm,,1,N/A,N/A,N/A,cooper et al._1996_16,player_2,3,N/A,N/A,N/A,N/A,N/A,0
cooper et al._1996,no comm,,1,N/A,N/A,N/A,cooper et al._1996_17,player_1,2,N/A,N/A,N/A,N/A,N/A,0
cooper et al._1996,no comm,,1,N/A,N/A,N/A,cooper et al._1996_18,player_2,3,N/A,N/A,N/A,N/A,N/A,0
cooper et al._1996,no comm,,1,N/A,N/A,N/A,cooper et al._1996_19,player_1,2,N/A,N/A,N/A,N/A,N/A,0
cooper et al._1996,no comm,,1,N/A,N/A,N/A,cooper et al._1996_20,player_2,3,N/A,N/A,N/A,N/A,N/A,0
cooper et al._1996,no comm,,1,N/A,N/A,N/A,cooper et al._1996_21,player_1,2,N/A,N/A,N/A,N/A,N/A,0
cooper et al._1996,no comm,,1,N/A,N/A,N/A,cooper et al._1996_22,player_2,4,N/A,N/A,N/A,N/A,N/A,0
cooper et al._1996,no comm,,1,N/A,N/A,N/A,cooper et al._1996_23,player_1,2,N/A,N/A,N/A,N/A,N/A,0
cooper et al._1996,no comm,,1,N/A,N/A,N/A,cooper et al._1996_24,player_2,4,N/A,N/A,N/A,N/A,N/A,0
