Player,p1_x_p2_x,p1_x_p2_y,p1_y_p2_x,p1_y_p2_y
p1,1.80541666666667,1.80541666666667,1.80541666666667,1.80541666666667
p2,1.80541666666667,1.80541666666667,1.80541666666667,1.80541666666667
