match_id,dataset_id,treatment,session,round,player_1_id,player_2_id,player_1_choice,player_2_choice
Schmidt et al._2013_2397,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ4-4.edf,1,Schmidt et al._2013_57,Schmidt et al._2013_63,1,3
Schmidt et al._2013_2398,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ4-4.edf,1,Schmidt et al._2013_57,Schmidt et al._2013_64,1,3
Schmidt et al._2013_2399,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ4-4.edf,1,Schmidt et al._2013_57,Schmidt et al._2013_65,1,4
Schmidt et al._2013_2400,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD1,NFGDZ4-4.edf,1,Schmidt et al._2013_57,Schmidt et al._2013_66,1,3
Schmidt et al._2013_2401,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ1-1.edf,1,Schmidt et al._2013_78,Schmidt et al._2013_79,1,3
Schmidt et al._2013_2402,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ1-1.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_80,1,3
Schmidt et al._2013_2403,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ1-1.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_81,1,3
Schmidt et al._2013_2404,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ1-1.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_82,1,3
Schmidt et al._2013_2405,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ1-1.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_83,1,3
Schmidt et al._2013_2406,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ1-1.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_84,1,3
Schmidt et al._2013_2407,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ1-1.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_85,1,3
Schmidt et al._2013_2408,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ1-1.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_86,1,3
Schmidt et al._2013_2409,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ1-1.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_87,1,3
Schmidt et al._2013_2410,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ1-1.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_88,1,3
Schmidt et al._2013_2411,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ1-2.edf,1,Schmidt et al._2013_78,Schmidt et al._2013_79,1,4
Schmidt et al._2013_2412,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ1-2.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_80,1,3
Schmidt et al._2013_2413,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ1-2.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_81,1,3
Schmidt et al._2013_2414,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ1-2.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_82,1,4
Schmidt et al._2013_2415,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ1-2.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_83,1,3
Schmidt et al._2013_2416,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ1-2.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_84,1,3
Schmidt et al._2013_2417,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ1-2.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_85,2,3
Schmidt et al._2013_2418,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ1-2.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_86,1,3
Schmidt et al._2013_2419,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ1-2.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_87,1,3
Schmidt et al._2013_2420,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ1-2.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_88,2,3
Schmidt et al._2013_2421,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ1-3.edf,1,Schmidt et al._2013_78,Schmidt et al._2013_79,2,3
Schmidt et al._2013_2422,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ1-3.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_80,1,4
Schmidt et al._2013_2423,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ1-3.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_81,2,4
Schmidt et al._2013_2424,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ1-3.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_82,2,3
Schmidt et al._2013_2425,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ1-3.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_83,2,3
Schmidt et al._2013_2426,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ1-3.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_84,1,4
Schmidt et al._2013_2427,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ1-3.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_85,1,4
Schmidt et al._2013_2428,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ1-3.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_86,2,4
Schmidt et al._2013_2429,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ1-3.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_87,2,3
Schmidt et al._2013_2430,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ1-3.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_88,1,4
Schmidt et al._2013_2431,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ1-4.edf,1,Schmidt et al._2013_78,Schmidt et al._2013_79,2,4
Schmidt et al._2013_2432,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ1-4.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_80,1,3
Schmidt et al._2013_2433,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ1-4.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_81,1,3
Schmidt et al._2013_2434,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ1-4.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_82,1,3
Schmidt et al._2013_2435,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ1-4.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_83,2,3
Schmidt et al._2013_2436,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ1-4.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_84,1,4
Schmidt et al._2013_2437,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ1-4.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_85,1,3
Schmidt et al._2013_2438,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ1-4.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_86,1,3
Schmidt et al._2013_2439,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ1-4.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_87,1,3
Schmidt et al._2013_2440,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ1-4.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_88,2,4
Schmidt et al._2013_2441,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ2-1.edf,1,Schmidt et al._2013_78,Schmidt et al._2013_79,1,3
Schmidt et al._2013_2442,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ2-1.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_80,2,3
Schmidt et al._2013_2443,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ2-1.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_81,1,3
Schmidt et al._2013_2444,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ2-1.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_82,1,3
Schmidt et al._2013_2445,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ2-1.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_83,2,3
Schmidt et al._2013_2446,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ2-1.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_84,1,4
Schmidt et al._2013_2447,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ2-1.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_85,1,3
Schmidt et al._2013_2448,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ2-1.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_86,1,3
Schmidt et al._2013_2449,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ2-1.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_87,1,4
Schmidt et al._2013_2450,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ2-1.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_88,1,3
Schmidt et al._2013_2451,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ2-2.edf,1,Schmidt et al._2013_78,Schmidt et al._2013_79,1,3
Schmidt et al._2013_2452,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ2-2.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_80,1,3
Schmidt et al._2013_2453,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ2-2.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_81,1,4
Schmidt et al._2013_2454,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ2-2.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_82,2,4
Schmidt et al._2013_2455,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ2-2.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_83,2,3
Schmidt et al._2013_2456,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ2-2.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_84,1,4
Schmidt et al._2013_2457,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ2-2.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_85,2,4
Schmidt et al._2013_2458,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ2-2.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_86,2,3
Schmidt et al._2013_2459,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ2-2.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_87,1,3
Schmidt et al._2013_2460,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ2-2.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_88,1,3
Schmidt et al._2013_2461,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ2-3.edf,1,Schmidt et al._2013_78,Schmidt et al._2013_79,1,4
Schmidt et al._2013_2462,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ2-3.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_80,2,3
Schmidt et al._2013_2463,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ2-3.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_81,1,4
Schmidt et al._2013_2464,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ2-3.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_82,1,4
Schmidt et al._2013_2465,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ2-3.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_83,2,4
Schmidt et al._2013_2466,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ2-3.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_84,2,4
Schmidt et al._2013_2467,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ2-3.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_85,2,3
Schmidt et al._2013_2468,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ2-3.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_86,2,3
Schmidt et al._2013_2469,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ2-3.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_87,1,4
Schmidt et al._2013_2470,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ2-3.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_88,2,3
Schmidt et al._2013_2471,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ2-4.edf,1,Schmidt et al._2013_78,Schmidt et al._2013_79,1,4
Schmidt et al._2013_2472,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ2-4.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_80,2,4
Schmidt et al._2013_2473,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ2-4.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_81,2,3
Schmidt et al._2013_2474,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ2-4.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_82,1,3
Schmidt et al._2013_2475,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ2-4.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_83,1,4
Schmidt et al._2013_2476,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ2-4.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_84,2,3
Schmidt et al._2013_2477,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ2-4.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_85,1,3
Schmidt et al._2013_2478,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ2-4.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_86,1,4
Schmidt et al._2013_2479,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ2-4.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_87,2,4
Schmidt et al._2013_2480,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ2-4.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_88,2,3
Schmidt et al._2013_2481,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ3-1.edf,1,Schmidt et al._2013_78,Schmidt et al._2013_79,2,4
Schmidt et al._2013_2482,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ3-1.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_80,2,3
Schmidt et al._2013_2483,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ3-1.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_81,1,4
Schmidt et al._2013_2484,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ3-1.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_82,1,4
Schmidt et al._2013_2485,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ3-1.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_83,1,4
Schmidt et al._2013_2486,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ3-1.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_84,2,3
Schmidt et al._2013_2487,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ3-1.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_85,2,3
Schmidt et al._2013_2488,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ3-1.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_86,2,3
Schmidt et al._2013_2489,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ3-1.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_87,1,4
Schmidt et al._2013_2490,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ3-1.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_88,2,4
Schmidt et al._2013_2491,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ3-2.edf,1,Schmidt et al._2013_78,Schmidt et al._2013_79,1,3
Schmidt et al._2013_2492,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ3-2.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_80,1,3
Schmidt et al._2013_2493,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ3-2.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_81,1,3
Schmidt et al._2013_2494,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ3-2.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_82,1,3
Schmidt et al._2013_2495,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ3-2.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_83,2,3
Schmidt et al._2013_2496,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ3-2.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_84,1,4
Schmidt et al._2013_2497,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ3-2.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_85,1,3
Schmidt et al._2013_2498,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ3-2.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_86,1,3
Schmidt et al._2013_2499,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ3-2.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_87,1,3
Schmidt et al._2013_2500,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ3-2.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_88,1,3
Schmidt et al._2013_2501,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ3-3.edf,1,Schmidt et al._2013_78,Schmidt et al._2013_79,1,3
Schmidt et al._2013_2502,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ3-3.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_80,1,3
Schmidt et al._2013_2503,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ3-3.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_81,1,4
Schmidt et al._2013_2504,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ3-3.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_82,2,3
Schmidt et al._2013_2505,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ3-3.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_83,1,4
Schmidt et al._2013_2506,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ3-3.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_84,2,3
Schmidt et al._2013_2507,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ3-3.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_85,1,4
Schmidt et al._2013_2508,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ3-3.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_86,2,3
Schmidt et al._2013_2509,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ3-3.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_87,1,3
Schmidt et al._2013_2510,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ3-3.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_88,1,3
Schmidt et al._2013_2511,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ3-4.edf,1,Schmidt et al._2013_78,Schmidt et al._2013_79,1,3
Schmidt et al._2013_2512,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ3-4.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_80,1,4
Schmidt et al._2013_2513,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ3-4.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_81,1,3
Schmidt et al._2013_2514,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ3-4.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_82,2,3
Schmidt et al._2013_2515,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ3-4.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_83,1,3
Schmidt et al._2013_2516,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ3-4.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_84,1,3
Schmidt et al._2013_2517,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ3-4.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_85,1,4
Schmidt et al._2013_2518,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ3-4.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_86,1,3
Schmidt et al._2013_2519,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ3-4.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_87,2,3
Schmidt et al._2013_2520,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ3-4.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_88,1,3
Schmidt et al._2013_2521,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ4-1.edf,1,Schmidt et al._2013_78,Schmidt et al._2013_79,2,3
Schmidt et al._2013_2522,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ4-1.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_80,1,3
Schmidt et al._2013_2523,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ4-1.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_81,1,3
Schmidt et al._2013_2524,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ4-1.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_82,1,3
Schmidt et al._2013_2525,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ4-1.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_83,2,4
Schmidt et al._2013_2526,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ4-1.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_84,2,4
Schmidt et al._2013_2527,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ4-1.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_85,1,3
Schmidt et al._2013_2528,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ4-1.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_86,1,3
Schmidt et al._2013_2529,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ4-1.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_87,1,3
Schmidt et al._2013_2530,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ4-1.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_88,1,4
Schmidt et al._2013_2531,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ4-2.edf,1,Schmidt et al._2013_78,Schmidt et al._2013_79,2,3
Schmidt et al._2013_2532,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ4-2.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_80,2,3
Schmidt et al._2013_2533,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ4-2.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_81,2,3
Schmidt et al._2013_2534,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ4-2.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_82,1,3
Schmidt et al._2013_2535,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ4-2.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_83,1,3
Schmidt et al._2013_2536,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ4-2.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_84,1,3
Schmidt et al._2013_2537,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ4-2.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_85,1,3
Schmidt et al._2013_2538,Schmidt et al._2013,Random Match Protocol, Phase II, Game PD2,NFGDZ4-2.edf,1,Schmidt et al._2013_79,Schmidt et al._2013_86,1,4
