match_id,dataset_id,treatment,session,round,player_1_id,player_2_id,player_1_choice,player_2_choice
Feltovich et al._ 2012_5714,Feltovich et al._ 2012,15,107,17,Feltovich et al._ 2012_1298,Feltovich et al._ 2012_1304,1,4
Feltovich et al._ 2012_5715,Feltovich et al._ 2012,15,107,17,Feltovich et al._ 2012_1299,Feltovich et al._ 2012_1300,1,3
Feltovich et al._ 2012_5716,Feltovich et al._ 2012,15,107,17,Feltovich et al._ 2012_1301,Feltovich et al._ 2012_1305,1,3
Feltovich et al._ 2012_5717,Feltovich et al._ 2012,15,107,17,Feltovich et al._ 2012_1303,Feltovich et al._ 2012_1306,1,3
Feltovich et al._ 2012_5718,Feltovich et al._ 2012,15,107,18,Feltovich et al._ 2012_1297,Feltovich et al._ 2012_1301,1,3
Feltovich et al._ 2012_5719,Feltovich et al._ 2012,15,107,18,Feltovich et al._ 2012_1298,Feltovich et al._ 2012_1299,1,3
Feltovich et al._ 2012_5720,Feltovich et al._ 2012,15,107,18,Feltovich et al._ 2012_1300,Feltovich et al._ 2012_1303,1,3
Feltovich et al._ 2012_5721,Feltovich et al._ 2012,15,107,18,Feltovich et al._ 2012_1302,Feltovich et al._ 2012_1304,1,3
Feltovich et al._ 2012_5722,Feltovich et al._ 2012,15,107,18,Feltovich et al._ 2012_1305,Feltovich et al._ 2012_1306,1,3
Feltovich et al._ 2012_5723,Feltovich et al._ 2012,15,107,19,Feltovich et al._ 2012_1297,Feltovich et al._ 2012_1303,1,3
Feltovich et al._ 2012_5724,Feltovich et al._ 2012,15,107,19,Feltovich et al._ 2012_1298,Feltovich et al._ 2012_1302,1,3
Feltovich et al._ 2012_5725,Feltovich et al._ 2012,15,107,19,Feltovich et al._ 2012_1299,Feltovich et al._ 2012_1304,1,3
Feltovich et al._ 2012_5726,Feltovich et al._ 2012,15,107,19,Feltovich et al._ 2012_1300,Feltovich et al._ 2012_1305,1,3
Feltovich et al._ 2012_5727,Feltovich et al._ 2012,15,107,19,Feltovich et al._ 2012_1301,Feltovich et al._ 2012_1306,1,3
Feltovich et al._ 2012_5728,Feltovich et al._ 2012,15,107,2,Feltovich et al._ 2012_1297,Feltovich et al._ 2012_1299,1,3
Feltovich et al._ 2012_5729,Feltovich et al._ 2012,15,107,2,Feltovich et al._ 2012_1298,Feltovich et al._ 2012_1303,1,4
Feltovich et al._ 2012_5730,Feltovich et al._ 2012,15,107,2,Feltovich et al._ 2012_1300,Feltovich et al._ 2012_1305,1,3
Feltovich et al._ 2012_5731,Feltovich et al._ 2012,15,107,2,Feltovich et al._ 2012_1301,Feltovich et al._ 2012_1304,1,3
Feltovich et al._ 2012_5732,Feltovich et al._ 2012,15,107,2,Feltovich et al._ 2012_1302,Feltovich et al._ 2012_1306,1,3
Feltovich et al._ 2012_5733,Feltovich et al._ 2012,15,107,20,Feltovich et al._ 2012_1297,Feltovich et al._ 2012_1298,1,3
Feltovich et al._ 2012_5734,Feltovich et al._ 2012,15,107,20,Feltovich et al._ 2012_1299,Feltovich et al._ 2012_1303,1,3
Feltovich et al._ 2012_5735,Feltovich et al._ 2012,15,107,20,Feltovich et al._ 2012_1300,Feltovich et al._ 2012_1301,1,3
Feltovich et al._ 2012_5736,Feltovich et al._ 2012,15,107,20,Feltovich et al._ 2012_1302,Feltovich et al._ 2012_1306,1,3
Feltovich et al._ 2012_5737,Feltovich et al._ 2012,15,107,20,Feltovich et al._ 2012_1304,Feltovich et al._ 2012_1305,1,3
Feltovich et al._ 2012_5738,Feltovich et al._ 2012,15,107,3,Feltovich et al._ 2012_1297,Feltovich et al._ 2012_1300,1,3
Feltovich et al._ 2012_5739,Feltovich et al._ 2012,15,107,3,Feltovich et al._ 2012_1298,Feltovich et al._ 2012_1304,1,4
Feltovich et al._ 2012_5740,Feltovich et al._ 2012,15,107,3,Feltovich et al._ 2012_1299,Feltovich et al._ 2012_1303,1,3
Feltovich et al._ 2012_5741,Feltovich et al._ 2012,15,107,3,Feltovich et al._ 2012_1301,Feltovich et al._ 2012_1305,1,3
Feltovich et al._ 2012_5742,Feltovich et al._ 2012,15,107,3,Feltovich et al._ 2012_1302,Feltovich et al._ 2012_1306,1,3
Feltovich et al._ 2012_5743,Feltovich et al._ 2012,15,107,4,Feltovich et al._ 2012_1297,Feltovich et al._ 2012_1299,1,3
Feltovich et al._ 2012_5744,Feltovich et al._ 2012,15,107,4,Feltovich et al._ 2012_1298,Feltovich et al._ 2012_1302,1,3
Feltovich et al._ 2012_5745,Feltovich et al._ 2012,15,107,4,Feltovich et al._ 2012_1300,Feltovich et al._ 2012_1304,2,3
Feltovich et al._ 2012_5746,Feltovich et al._ 2012,15,107,4,Feltovich et al._ 2012_1301,Feltovich et al._ 2012_1305,1,3
Feltovich et al._ 2012_5747,Feltovich et al._ 2012,15,107,4,Feltovich et al._ 2012_1303,Feltovich et al._ 2012_1306,1,3
Feltovich et al._ 2012_5748,Feltovich et al._ 2012,15,107,5,Feltovich et al._ 2012_1297,Feltovich et al._ 2012_1301,1,3
Feltovich et al._ 2012_5749,Feltovich et al._ 2012,15,107,5,Feltovich et al._ 2012_1298,Feltovich et al._ 2012_1305,1,3
Feltovich et al._ 2012_5750,Feltovich et al._ 2012,15,107,5,Feltovich et al._ 2012_1299,Feltovich et al._ 2012_1302,1,3
Feltovich et al._ 2012_5751,Feltovich et al._ 2012,15,107,5,Feltovich et al._ 2012_1300,Feltovich et al._ 2012_1304,1,3
Feltovich et al._ 2012_5752,Feltovich et al._ 2012,15,107,5,Feltovich et al._ 2012_1303,Feltovich et al._ 2012_1306,1,3
Feltovich et al._ 2012_5753,Feltovich et al._ 2012,15,107,6,Feltovich et al._ 2012_1297,Feltovich et al._ 2012_1302,1,3
Feltovich et al._ 2012_5754,Feltovich et al._ 2012,15,107,6,Feltovich et al._ 2012_1298,Feltovich et al._ 2012_1299,1,3
Feltovich et al._ 2012_5755,Feltovich et al._ 2012,15,107,6,Feltovich et al._ 2012_1300,Feltovich et al._ 2012_1305,1,3
Feltovich et al._ 2012_5756,Feltovich et al._ 2012,15,107,6,Feltovich et al._ 2012_1301,Feltovich et al._ 2012_1306,1,3
Feltovich et al._ 2012_5757,Feltovich et al._ 2012,15,107,6,Feltovich et al._ 2012_1303,Feltovich et al._ 2012_1304,1,3
Feltovich et al._ 2012_5758,Feltovich et al._ 2012,15,107,7,Feltovich et al._ 2012_1297,Feltovich et al._ 2012_1301,1,3
Feltovich et al._ 2012_5759,Feltovich et al._ 2012,15,107,7,Feltovich et al._ 2012_1298,Feltovich et al._ 2012_1299,1,4
Feltovich et al._ 2012_5760,Feltovich et al._ 2012,15,107,7,Feltovich et al._ 2012_1300,Feltovich et al._ 2012_1305,1,3
Feltovich et al._ 2012_5761,Feltovich et al._ 2012,15,107,7,Feltovich et al._ 2012_1302,Feltovich et al._ 2012_1304,1,3
Feltovich et al._ 2012_5762,Feltovich et al._ 2012,15,107,7,Feltovich et al._ 2012_1303,Feltovich et al._ 2012_1306,1,3
Feltovich et al._ 2012_5763,Feltovich et al._ 2012,15,107,8,Feltovich et al._ 2012_1297,Feltovich et al._ 2012_1303,1,3
Feltovich et al._ 2012_5764,Feltovich et al._ 2012,15,107,8,Feltovich et al._ 2012_1298,Feltovich et al._ 2012_1304,1,4
Feltovich et al._ 2012_5765,Feltovich et al._ 2012,15,107,8,Feltovich et al._ 2012_1299,Feltovich et al._ 2012_1302,1,3
Feltovich et al._ 2012_5766,Feltovich et al._ 2012,15,107,8,Feltovich et al._ 2012_1300,Feltovich et al._ 2012_1305,1,3
Feltovich et al._ 2012_5767,Feltovich et al._ 2012,15,107,8,Feltovich et al._ 2012_1301,Feltovich et al._ 2012_1306,1,3
Feltovich et al._ 2012_5768,Feltovich et al._ 2012,15,107,9,Feltovich et al._ 2012_1297,Feltovich et al._ 2012_1304,1,3
Feltovich et al._ 2012_5769,Feltovich et al._ 2012,15,107,9,Feltovich et al._ 2012_1298,Feltovich et al._ 2012_1305,1,3
Feltovich et al._ 2012_5770,Feltovich et al._ 2012,15,107,9,Feltovich et al._ 2012_1299,Feltovich et al._ 2012_1301,1,3
Feltovich et al._ 2012_5771,Feltovich et al._ 2012,15,107,9,Feltovich et al._ 2012_1300,Feltovich et al._ 2012_1306,1,3
Feltovich et al._ 2012_5772,Feltovich et al._ 2012,15,107,9,Feltovich et al._ 2012_1302,Feltovich et al._ 2012_1303,1,3
Feltovich et al._ 2012_5773,Feltovich et al._ 2012,15,108,1,Feltovich et al._ 2012_1307,Feltovich et al._ 2012_1308,2,3
Feltovich et al._ 2012_5774,Feltovich et al._ 2012,15,108,1,Feltovich et al._ 2012_1309,Feltovich et al._ 2012_1314,2,4
Feltovich et al._ 2012_5775,Feltovich et al._ 2012,15,108,1,Feltovich et al._ 2012_1310,Feltovich et al._ 2012_1318,1,4
Feltovich et al._ 2012_5776,Feltovich et al._ 2012,15,108,1,Feltovich et al._ 2012_1311,Feltovich et al._ 2012_1319,1,3
Feltovich et al._ 2012_5777,Feltovich et al._ 2012,15,108,1,Feltovich et al._ 2012_1312,Feltovich et al._ 2012_1317,1,3
Feltovich et al._ 2012_5778,Feltovich et al._ 2012,15,108,1,Feltovich et al._ 2012_1313,Feltovich et al._ 2012_1320,1,3
Feltovich et al._ 2012_5779,Feltovich et al._ 2012,15,108,1,Feltovich et al._ 2012_1315,Feltovich et al._ 2012_1316,1,3
Feltovich et al._ 2012_5780,Feltovich et al._ 2012,15,108,10,Feltovich et al._ 2012_1307,Feltovich et al._ 2012_1314,1,4
Feltovich et al._ 2012_5781,Feltovich et al._ 2012,15,108,10,Feltovich et al._ 2012_1308,Feltovich et al._ 2012_1312,1,3
Feltovich et al._ 2012_5782,Feltovich et al._ 2012,15,108,10,Feltovich et al._ 2012_1309,Feltovich et al._ 2012_1311,2,3
Feltovich et al._ 2012_5783,Feltovich et al._ 2012,15,108,10,Feltovich et al._ 2012_1310,Feltovich et al._ 2012_1318,1,4
Feltovich et al._ 2012_5784,Feltovich et al._ 2012,15,108,10,Feltovich et al._ 2012_1313,Feltovich et al._ 2012_1320,1,3
Feltovich et al._ 2012_5785,Feltovich et al._ 2012,15,108,10,Feltovich et al._ 2012_1315,Feltovich et al._ 2012_1319,1,3
Feltovich et al._ 2012_5786,Feltovich et al._ 2012,15,108,10,Feltovich et al._ 2012_1316,Feltovich et al._ 2012_1317,1,3
Feltovich et al._ 2012_5787,Feltovich et al._ 2012,15,108,11,Feltovich et al._ 2012_1307,Feltovich et al._ 2012_1312,2,3
Feltovich et al._ 2012_5788,Feltovich et al._ 2012,15,108,11,Feltovich et al._ 2012_1308,Feltovich et al._ 2012_1319,1,3
Feltovich et al._ 2012_5789,Feltovich et al._ 2012,15,108,11,Feltovich et al._ 2012_1309,Feltovich et al._ 2012_1316,1,4
Feltovich et al._ 2012_5790,Feltovich et al._ 2012,15,108,11,Feltovich et al._ 2012_1310,Feltovich et al._ 2012_1320,1,3
Feltovich et al._ 2012_5791,Feltovich et al._ 2012,15,108,11,Feltovich et al._ 2012_1311,Feltovich et al._ 2012_1318,1,4
Feltovich et al._ 2012_5792,Feltovich et al._ 2012,15,108,11,Feltovich et al._ 2012_1313,Feltovich et al._ 2012_1314,1,4
Feltovich et al._ 2012_5793,Feltovich et al._ 2012,15,108,11,Feltovich et al._ 2012_1315,Feltovich et al._ 2012_1317,1,3
Feltovich et al._ 2012_5794,Feltovich et al._ 2012,15,108,12,Feltovich et al._ 2012_1307,Feltovich et al._ 2012_1310,1,3
Feltovich et al._ 2012_5795,Feltovich et al._ 2012,15,108,12,Feltovich et al._ 2012_1308,Feltovich et al._ 2012_1320,1,3
Feltovich et al._ 2012_5796,Feltovich et al._ 2012,15,108,12,Feltovich et al._ 2012_1309,Feltovich et al._ 2012_1318,2,4
Feltovich et al._ 2012_5797,Feltovich et al._ 2012,15,108,12,Feltovich et al._ 2012_1311,Feltovich et al._ 2012_1313,2,3
Feltovich et al._ 2012_5798,Feltovich et al._ 2012,15,108,12,Feltovich et al._ 2012_1312,Feltovich et al._ 2012_1317,1,3
Feltovich et al._ 2012_5799,Feltovich et al._ 2012,15,108,12,Feltovich et al._ 2012_1314,Feltovich et al._ 2012_1319,1,4
Feltovich et al._ 2012_5800,Feltovich et al._ 2012,15,108,12,Feltovich et al._ 2012_1315,Feltovich et al._ 2012_1316,1,3
Feltovich et al._ 2012_5801,Feltovich et al._ 2012,15,108,13,Feltovich et al._ 2012_1307,Feltovich et al._ 2012_1315,1,3
Feltovich et al._ 2012_5802,Feltovich et al._ 2012,15,108,13,Feltovich et al._ 2012_1308,Feltovich et al._ 2012_1314,1,4
Feltovich et al._ 2012_5803,Feltovich et al._ 2012,15,108,13,Feltovich et al._ 2012_1309,Feltovich et al._ 2012_1317,1,4
Feltovich et al._ 2012_5804,Feltovich et al._ 2012,15,108,13,Feltovich et al._ 2012_1310,Feltovich et al._ 2012_1313,1,3
Feltovich et al._ 2012_5805,Feltovich et al._ 2012,15,108,13,Feltovich et al._ 2012_1311,Feltovich et al._ 2012_1316,1,4
Feltovich et al._ 2012_5806,Feltovich et al._ 2012,15,108,13,Feltovich et al._ 2012_1312,Feltovich et al._ 2012_1320,1,3
Feltovich et al._ 2012_5807,Feltovich et al._ 2012,15,108,13,Feltovich et al._ 2012_1318,Feltovich et al._ 2012_1319,1,4
Feltovich et al._ 2012_5808,Feltovich et al._ 2012,15,108,14,Feltovich et al._ 2012_1307,Feltovich et al._ 2012_1311,1,3
Feltovich et al._ 2012_5809,Feltovich et al._ 2012,15,108,14,Feltovich et al._ 2012_1308,Feltovich et al._ 2012_1316,1,3
Feltovich et al._ 2012_5810,Feltovich et al._ 2012,15,108,14,Feltovich et al._ 2012_1309,Feltovich et al._ 2012_1319,2,4
Feltovich et al._ 2012_5811,Feltovich et al._ 2012,15,108,14,Feltovich et al._ 2012_1310,Feltovich et al._ 2012_1315,1,3
Feltovich et al._ 2012_5812,Feltovich et al._ 2012,15,108,14,Feltovich et al._ 2012_1312,Feltovich et al._ 2012_1314,1,4
Feltovich et al._ 2012_5813,Feltovich et al._ 2012,15,108,14,Feltovich et al._ 2012_1313,Feltovich et al._ 2012_1317,2,3
Feltovich et al._ 2012_5814,Feltovich et al._ 2012,15,108,14,Feltovich et al._ 2012_1318,Feltovich et al._ 2012_1320,1,4
Feltovich et al._ 2012_5815,Feltovich et al._ 2012,15,108,15,Feltovich et al._ 2012_1307,Feltovich et al._ 2012_1308,1,3
Feltovich et al._ 2012_5816,Feltovich et al._ 2012,15,108,15,Feltovich et al._ 2012_1309,Feltovich et al._ 2012_1317,1,4
Feltovich et al._ 2012_5817,Feltovich et al._ 2012,15,108,15,Feltovich et al._ 2012_1310,Feltovich et al._ 2012_1316,1,3
Feltovich et al._ 2012_5818,Feltovich et al._ 2012,15,108,15,Feltovich et al._ 2012_1311,Feltovich et al._ 2012_1312,1,4
Feltovich et al._ 2012_5819,Feltovich et al._ 2012,15,108,15,Feltovich et al._ 2012_1313,Feltovich et al._ 2012_1314,1,4
Feltovich et al._ 2012_5820,Feltovich et al._ 2012,15,108,15,Feltovich et al._ 2012_1315,Feltovich et al._ 2012_1319,2,3
Feltovich et al._ 2012_5821,Feltovich et al._ 2012,15,108,15,Feltovich et al._ 2012_1318,Feltovich et al._ 2012_1320,1,4
Feltovich et al._ 2012_5822,Feltovich et al._ 2012,15,108,16,Feltovich et al._ 2012_1307,Feltovich et al._ 2012_1314,1,4
Feltovich et al._ 2012_5823,Feltovich et al._ 2012,15,108,16,Feltovich et al._ 2012_1308,Feltovich et al._ 2012_1310,1,3
Feltovich et al._ 2012_5824,Feltovich et al._ 2012,15,108,16,Feltovich et al._ 2012_1309,Feltovich et al._ 2012_1311,2,4
Feltovich et al._ 2012_5825,Feltovich et al._ 2012,15,108,16,Feltovich et al._ 2012_1312,Feltovich et al._ 2012_1316,1,3
Feltovich et al._ 2012_5826,Feltovich et al._ 2012,15,108,16,Feltovich et al._ 2012_1313,Feltovich et al._ 2012_1317,1,3
Feltovich et al._ 2012_5827,Feltovich et al._ 2012,15,108,16,Feltovich et al._ 2012_1315,Feltovich et al._ 2012_1320,1,4
Feltovich et al._ 2012_5828,Feltovich et al._ 2012,15,108,16,Feltovich et al._ 2012_1318,Feltovich et al._ 2012_1319,1,4
Feltovich et al._ 2012_5829,Feltovich et al._ 2012,15,108,17,Feltovich et al._ 2012_1307,Feltovich et al._ 2012_1310,1,3
Feltovich et al._ 2012_5830,Feltovich et al._ 2012,15,108,17,Feltovich et al._ 2012_1308,Feltovich et al._ 2012_1316,1,3
Feltovich et al._ 2012_5831,Feltovich et al._ 2012,15,108,17,Feltovich et al._ 2012_1309,Feltovich et al._ 2012_1313,1,4
Feltovich et al._ 2012_5832,Feltovich et al._ 2012,15,108,17,Feltovich et al._ 2012_1311,Feltovich et al._ 2012_1315,2,4
Feltovich et al._ 2012_5833,Feltovich et al._ 2012,15,108,17,Feltovich et al._ 2012_1312,Feltovich et al._ 2012_1320,1,3
Feltovich et al._ 2012_5834,Feltovich et al._ 2012,15,108,17,Feltovich et al._ 2012_1314,Feltovich et al._ 2012_1319,1,4
Feltovich et al._ 2012_5835,Feltovich et al._ 2012,15,108,17,Feltovich et al._ 2012_1317,Feltovich et al._ 2012_1318,1,4
Feltovich et al._ 2012_5836,Feltovich et al._ 2012,15,108,18,Feltovich et al._ 2012_1307,Feltovich et al._ 2012_1316,1,3
Feltovich et al._ 2012_5837,Feltovich et al._ 2012,15,108,18,Feltovich et al._ 2012_1308,Feltovich et al._ 2012_1314,1,4
Feltovich et al._ 2012_5838,Feltovich et al._ 2012,15,108,18,Feltovich et al._ 2012_1309,Feltovich et al._ 2012_1320,1,4
Feltovich et al._ 2012_5839,Feltovich et al._ 2012,15,108,18,Feltovich et al._ 2012_1310,Feltovich et al._ 2012_1319,1,4
Feltovich et al._ 2012_5840,Feltovich et al._ 2012,15,108,18,Feltovich et al._ 2012_1311,Feltovich et al._ 2012_1317,1,3
Feltovich et al._ 2012_5841,Feltovich et al._ 2012,15,108,18,Feltovich et al._ 2012_1312,Feltovich et al._ 2012_1318,1,4
Feltovich et al._ 2012_5842,Feltovich et al._ 2012,15,108,18,Feltovich et al._ 2012_1313,Feltovich et al._ 2012_1315,2,4
Feltovich et al._ 2012_5843,Feltovich et al._ 2012,15,108,19,Feltovich et al._ 2012_1307,Feltovich et al._ 2012_1317,2,3
Feltovich et al._ 2012_5844,Feltovich et al._ 2012,15,108,19,Feltovich et al._ 2012_1308,Feltovich et al._ 2012_1315,1,4
Feltovich et al._ 2012_5845,Feltovich et al._ 2012,15,108,19,Feltovich et al._ 2012_1309,Feltovich et al._ 2012_1316,1,4
Feltovich et al._ 2012_5846,Feltovich et al._ 2012,15,108,19,Feltovich et al._ 2012_1310,Feltovich et al._ 2012_1314,1,4
Feltovich et al._ 2012_5847,Feltovich et al._ 2012,15,108,19,Feltovich et al._ 2012_1311,Feltovich et al._ 2012_1312,1,4
Feltovich et al._ 2012_5848,Feltovich et al._ 2012,15,108,19,Feltovich et al._ 2012_1313,Feltovich et al._ 2012_1319,2,4
Feltovich et al._ 2012_5849,Feltovich et al._ 2012,15,108,19,Feltovich et al._ 2012_1318,Feltovich et al._ 2012_1320,1,4
Feltovich et al._ 2012_5850,Feltovich et al._ 2012,15,108,2,Feltovich et al._ 2012_1307,Feltovich et al._ 2012_1309,1,4
Feltovich et al._ 2012_5851,Feltovich et al._ 2012,15,108,2,Feltovich et al._ 2012_1308,Feltovich et al._ 2012_1313,1,3
Feltovich et al._ 2012_5852,Feltovich et al._ 2012,15,108,2,Feltovich et al._ 2012_1310,Feltovich et al._ 2012_1314,1,4
Feltovich et al._ 2012_5853,Feltovich et al._ 2012,15,108,2,Feltovich et al._ 2012_1311,Feltovich et al._ 2012_1316,1,3
Feltovich et al._ 2012_5854,Feltovich et al._ 2012,15,108,2,Feltovich et al._ 2012_1312,Feltovich et al._ 2012_1315,1,3
Feltovich et al._ 2012_5855,Feltovich et al._ 2012,15,108,2,Feltovich et al._ 2012_1317,Feltovich et al._ 2012_1320,1,3
Feltovich et al._ 2012_5856,Feltovich et al._ 2012,15,108,2,Feltovich et al._ 2012_1318,Feltovich et al._ 2012_1319,1,4
Feltovich et al._ 2012_5857,Feltovich et al._ 2012,15,108,20,Feltovich et al._ 2012_1307,Feltovich et al._ 2012_1314,1,4
Feltovich et al._ 2012_5858,Feltovich et al._ 2012,15,108,20,Feltovich et al._ 2012_1308,Feltovich et al._ 2012_1319,1,4
Feltovich et al._ 2012_5859,Feltovich et al._ 2012,15,108,20,Feltovich et al._ 2012_1309,Feltovich et al._ 2012_1311,2,4
Feltovich et al._ 2012_5860,Feltovich et al._ 2012,15,108,20,Feltovich et al._ 2012_1310,Feltovich et al._ 2012_1320,1,3
Feltovich et al._ 2012_5861,Feltovich et al._ 2012,15,108,20,Feltovich et al._ 2012_1312,Feltovich et al._ 2012_1315,1,4
Feltovich et al._ 2012_5862,Feltovich et al._ 2012,15,108,20,Feltovich et al._ 2012_1313,Feltovich et al._ 2012_1318,2,4
Feltovich et al._ 2012_5863,Feltovich et al._ 2012,15,108,20,Feltovich et al._ 2012_1316,Feltovich et al._ 2012_1317,1,3
Feltovich et al._ 2012_5864,Feltovich et al._ 2012,15,108,3,Feltovich et al._ 2012_1307,Feltovich et al._ 2012_1310,1,3
Feltovich et al._ 2012_5865,Feltovich et al._ 2012,15,108,3,Feltovich et al._ 2012_1308,Feltovich et al._ 2012_1314,1,4
Feltovich et al._ 2012_5866,Feltovich et al._ 2012,15,108,3,Feltovich et al._ 2012_1309,Feltovich et al._ 2012_1313,2,4
Feltovich et al._ 2012_5867,Feltovich et al._ 2012,15,108,3,Feltovich et al._ 2012_1311,Feltovich et al._ 2012_1316,1,3
Feltovich et al._ 2012_5868,Feltovich et al._ 2012,15,108,3,Feltovich et al._ 2012_1312,Feltovich et al._ 2012_1319,1,4
Feltovich et al._ 2012_5869,Feltovich et al._ 2012,15,108,3,Feltovich et al._ 2012_1315,Feltovich et al._ 2012_1318,1,4
Feltovich et al._ 2012_5870,Feltovich et al._ 2012,15,108,3,Feltovich et al._ 2012_1317,Feltovich et al._ 2012_1320,1,3
Feltovich et al._ 2012_5871,Feltovich et al._ 2012,15,108,4,Feltovich et al._ 2012_1307,Feltovich et al._ 2012_1311,1,3
Feltovich et al._ 2012_5872,Feltovich et al._ 2012,15,108,4,Feltovich et al._ 2012_1308,Feltovich et al._ 2012_1312,1,3
Feltovich et al._ 2012_5873,Feltovich et al._ 2012,15,108,4,Feltovich et al._ 2012_1309,Feltovich et al._ 2012_1316,1,4
Feltovich et al._ 2012_5874,Feltovich et al._ 2012,15,108,4,Feltovich et al._ 2012_1310,Feltovich et al._ 2012_1314,1,4
Feltovich et al._ 2012_5875,Feltovich et al._ 2012,15,108,4,Feltovich et al._ 2012_1313,Feltovich et al._ 2012_1320,2,3
Feltovich et al._ 2012_5876,Feltovich et al._ 2012,15,108,4,Feltovich et al._ 2012_1315,Feltovich et al._ 2012_1319,1,3
Feltovich et al._ 2012_5877,Feltovich et al._ 2012,15,108,4,Feltovich et al._ 2012_1317,Feltovich et al._ 2012_1318,1,4
Feltovich et al._ 2012_5878,Feltovich et al._ 2012,15,108,5,Feltovich et al._ 2012_1307,Feltovich et al._ 2012_1312,1,3
Feltovich et al._ 2012_5879,Feltovich et al._ 2012,15,108,5,Feltovich et al._ 2012_1308,Feltovich et al._ 2012_1318,1,4
Feltovich et al._ 2012_5880,Feltovich et al._ 2012,15,108,5,Feltovich et al._ 2012_1309,Feltovich et al._ 2012_1310,1,4
Feltovich et al._ 2012_5881,Feltovich et al._ 2012,15,108,5,Feltovich et al._ 2012_1311,Feltovich et al._ 2012_1316,1,3
Feltovich et al._ 2012_5882,Feltovich et al._ 2012,15,108,5,Feltovich et al._ 2012_1313,Feltovich et al._ 2012_1315,1,3
Feltovich et al._ 2012_5883,Feltovich et al._ 2012,15,108,5,Feltovich et al._ 2012_1314,Feltovich et al._ 2012_1320,1,4
Feltovich et al._ 2012_5884,Feltovich et al._ 2012,15,108,5,Feltovich et al._ 2012_1317,Feltovich et al._ 2012_1319,1,3
Feltovich et al._ 2012_5885,Feltovich et al._ 2012,15,108,6,Feltovich et al._ 2012_1307,Feltovich et al._ 2012_1308,1,4
Feltovich et al._ 2012_5886,Feltovich et al._ 2012,15,108,6,Feltovich et al._ 2012_1309,Feltovich et al._ 2012_1319,1,4
Feltovich et al._ 2012_5887,Feltovich et al._ 2012,15,108,6,Feltovich et al._ 2012_1310,Feltovich et al._ 2012_1314,1,4
Feltovich et al._ 2012_5888,Feltovich et al._ 2012,15,108,6,Feltovich et al._ 2012_1311,Feltovich et al._ 2012_1312,1,3
Feltovich et al._ 2012_5889,Feltovich et al._ 2012,15,108,6,Feltovich et al._ 2012_1313,Feltovich et al._ 2012_1316,1,4
Feltovich et al._ 2012_5890,Feltovich et al._ 2012,15,108,6,Feltovich et al._ 2012_1315,Feltovich et al._ 2012_1317,1,3
Feltovich et al._ 2012_5891,Feltovich et al._ 2012,15,108,6,Feltovich et al._ 2012_1318,Feltovich et al._ 2012_1320,1,4
Feltovich et al._ 2012_5892,Feltovich et al._ 2012,15,108,7,Feltovich et al._ 2012_1307,Feltovich et al._ 2012_1313,1,4
Feltovich et al._ 2012_5893,Feltovich et al._ 2012,15,108,7,Feltovich et al._ 2012_1308,Feltovich et al._ 2012_1318,2,4
Feltovich et al._ 2012_5894,Feltovich et al._ 2012,15,108,7,Feltovich et al._ 2012_1309,Feltovich et al._ 2012_1311,2,3
Feltovich et al._ 2012_5895,Feltovich et al._ 2012,15,108,7,Feltovich et al._ 2012_1310,Feltovich et al._ 2012_1315,1,3
Feltovich et al._ 2012_5896,Feltovich et al._ 2012,15,108,7,Feltovich et al._ 2012_1312,Feltovich et al._ 2012_1317,1,3
Feltovich et al._ 2012_5897,Feltovich et al._ 2012,15,108,7,Feltovich et al._ 2012_1314,Feltovich et al._ 2012_1319,1,4
Feltovich et al._ 2012_5898,Feltovich et al._ 2012,15,108,7,Feltovich et al._ 2012_1316,Feltovich et al._ 2012_1320,1,3
Feltovich et al._ 2012_5899,Feltovich et al._ 2012,15,108,8,Feltovich et al._ 2012_1307,Feltovich et al._ 2012_1309,1,4
Feltovich et al._ 2012_5900,Feltovich et al._ 2012,15,108,8,Feltovich et al._ 2012_1308,Feltovich et al._ 2012_1310,2,3
Feltovich et al._ 2012_5901,Feltovich et al._ 2012,15,108,8,Feltovich et al._ 2012_1311,Feltovich et al._ 2012_1317,1,3
Feltovich et al._ 2012_5902,Feltovich et al._ 2012,15,108,8,Feltovich et al._ 2012_1312,Feltovich et al._ 2012_1314,1,4
Feltovich et al._ 2012_5903,Feltovich et al._ 2012,15,108,8,Feltovich et al._ 2012_1313,Feltovich et al._ 2012_1318,1,4
Feltovich et al._ 2012_5904,Feltovich et al._ 2012,15,108,8,Feltovich et al._ 2012_1315,Feltovich et al._ 2012_1316,1,3
Feltovich et al._ 2012_5905,Feltovich et al._ 2012,15,108,8,Feltovich et al._ 2012_1319,Feltovich et al._ 2012_1320,1,3
Feltovich et al._ 2012_5906,Feltovich et al._ 2012,15,108,9,Feltovich et al._ 2012_1307,Feltovich et al._ 2012_1310,1,3
Feltovich et al._ 2012_5907,Feltovich et al._ 2012,15,108,9,Feltovich et al._ 2012_1308,Feltovich et al._ 2012_1315,2,3
Feltovich et al._ 2012_5908,Feltovich et al._ 2012,15,108,9,Feltovich et al._ 2012_1309,Feltovich et al._ 2012_1318,2,4
Feltovich et al._ 2012_5909,Feltovich et al._ 2012,15,108,9,Feltovich et al._ 2012_1311,Feltovich et al._ 2012_1317,1,3
