match_id,dataset_id,treatment,session,round,player_1_id,player_2_id,player_1_choice,player_2_choice
Feltovich et al._ 2012_2101,Feltovich et al._ 2012,11,107,14,Feltovich et al._ 2012_941,Feltovich et al._ 2012_943,1,3
Feltovich et al._ 2012_2102,Feltovich et al._ 2012,11,107,14,Feltovich et al._ 2012_942,Feltovich et al._ 2012_946,2,4
Feltovich et al._ 2012_2103,Feltovich et al._ 2012,11,107,15,Feltovich et al._ 2012_937,Feltovich et al._ 2012_945,1,4
Feltovich et al._ 2012_2104,Feltovich et al._ 2012,11,107,15,Feltovich et al._ 2012_938,Feltovich et al._ 2012_939,2,4
Feltovich et al._ 2012_2105,Feltovich et al._ 2012,11,107,15,Feltovich et al._ 2012_940,Feltovich et al._ 2012_944,2,4
Feltovich et al._ 2012_2106,Feltovich et al._ 2012,11,107,15,Feltovich et al._ 2012_941,Feltovich et al._ 2012_942,2,3
Feltovich et al._ 2012_2107,Feltovich et al._ 2012,11,107,15,Feltovich et al._ 2012_943,Feltovich et al._ 2012_946,2,3
Feltovich et al._ 2012_2108,Feltovich et al._ 2012,11,107,16,Feltovich et al._ 2012_937,Feltovich et al._ 2012_941,2,4
Feltovich et al._ 2012_2109,Feltovich et al._ 2012,11,107,16,Feltovich et al._ 2012_938,Feltovich et al._ 2012_945,1,4
Feltovich et al._ 2012_2110,Feltovich et al._ 2012,11,107,16,Feltovich et al._ 2012_939,Feltovich et al._ 2012_942,2,4
Feltovich et al._ 2012_2111,Feltovich et al._ 2012,11,107,16,Feltovich et al._ 2012_940,Feltovich et al._ 2012_943,2,4
Feltovich et al._ 2012_2112,Feltovich et al._ 2012,11,107,16,Feltovich et al._ 2012_944,Feltovich et al._ 2012_946,2,4
Feltovich et al._ 2012_2113,Feltovich et al._ 2012,11,107,17,Feltovich et al._ 2012_937,Feltovich et al._ 2012_941,1,4
Feltovich et al._ 2012_2114,Feltovich et al._ 2012,11,107,17,Feltovich et al._ 2012_938,Feltovich et al._ 2012_942,2,4
Feltovich et al._ 2012_2115,Feltovich et al._ 2012,11,107,17,Feltovich et al._ 2012_939,Feltovich et al._ 2012_943,2,3
Feltovich et al._ 2012_2116,Feltovich et al._ 2012,11,107,17,Feltovich et al._ 2012_940,Feltovich et al._ 2012_945,2,4
Feltovich et al._ 2012_2117,Feltovich et al._ 2012,11,107,17,Feltovich et al._ 2012_944,Feltovich et al._ 2012_946,2,4
Feltovich et al._ 2012_2118,Feltovich et al._ 2012,11,107,18,Feltovich et al._ 2012_937,Feltovich et al._ 2012_944,2,4
Feltovich et al._ 2012_2119,Feltovich et al._ 2012,11,107,18,Feltovich et al._ 2012_938,Feltovich et al._ 2012_940,1,4
Feltovich et al._ 2012_2120,Feltovich et al._ 2012,11,107,18,Feltovich et al._ 2012_939,Feltovich et al._ 2012_946,2,4
Feltovich et al._ 2012_2121,Feltovich et al._ 2012,11,107,18,Feltovich et al._ 2012_941,Feltovich et al._ 2012_943,2,4
Feltovich et al._ 2012_2122,Feltovich et al._ 2012,11,107,18,Feltovich et al._ 2012_942,Feltovich et al._ 2012_945,2,4
Feltovich et al._ 2012_2123,Feltovich et al._ 2012,11,107,19,Feltovich et al._ 2012_937,Feltovich et al._ 2012_943,1,4
Feltovich et al._ 2012_2124,Feltovich et al._ 2012,11,107,19,Feltovich et al._ 2012_938,Feltovich et al._ 2012_944,2,4
Feltovich et al._ 2012_2125,Feltovich et al._ 2012,11,107,19,Feltovich et al._ 2012_939,Feltovich et al._ 2012_941,2,4
Feltovich et al._ 2012_2126,Feltovich et al._ 2012,11,107,19,Feltovich et al._ 2012_940,Feltovich et al._ 2012_945,2,4
Feltovich et al._ 2012_2127,Feltovich et al._ 2012,11,107,19,Feltovich et al._ 2012_942,Feltovich et al._ 2012_946,2,4
Feltovich et al._ 2012_2128,Feltovich et al._ 2012,11,107,2,Feltovich et al._ 2012_937,Feltovich et al._ 2012_939,2,4
Feltovich et al._ 2012_2129,Feltovich et al._ 2012,11,107,2,Feltovich et al._ 2012_938,Feltovich et al._ 2012_942,1,4
Feltovich et al._ 2012_2130,Feltovich et al._ 2012,11,107,2,Feltovich et al._ 2012_940,Feltovich et al._ 2012_946,1,3
Feltovich et al._ 2012_2131,Feltovich et al._ 2012,11,107,2,Feltovich et al._ 2012_941,Feltovich et al._ 2012_944,1,4
Feltovich et al._ 2012_2132,Feltovich et al._ 2012,11,107,2,Feltovich et al._ 2012_943,Feltovich et al._ 2012_945,1,4
Feltovich et al._ 2012_2133,Feltovich et al._ 2012,11,107,20,Feltovich et al._ 2012_937,Feltovich et al._ 2012_939,2,4
Feltovich et al._ 2012_2134,Feltovich et al._ 2012,11,107,20,Feltovich et al._ 2012_938,Feltovich et al._ 2012_945,2,4
Feltovich et al._ 2012_2135,Feltovich et al._ 2012,11,107,20,Feltovich et al._ 2012_940,Feltovich et al._ 2012_941,2,3
Feltovich et al._ 2012_2136,Feltovich et al._ 2012,11,107,20,Feltovich et al._ 2012_942,Feltovich et al._ 2012_946,2,4
Feltovich et al._ 2012_2137,Feltovich et al._ 2012,11,107,20,Feltovich et al._ 2012_943,Feltovich et al._ 2012_944,2,4
Feltovich et al._ 2012_2138,Feltovich et al._ 2012,11,107,3,Feltovich et al._ 2012_937,Feltovich et al._ 2012_940,2,3
Feltovich et al._ 2012_2139,Feltovich et al._ 2012,11,107,3,Feltovich et al._ 2012_938,Feltovich et al._ 2012_943,2,3
Feltovich et al._ 2012_2140,Feltovich et al._ 2012,11,107,3,Feltovich et al._ 2012_939,Feltovich et al._ 2012_941,1,3
Feltovich et al._ 2012_2141,Feltovich et al._ 2012,11,107,3,Feltovich et al._ 2012_942,Feltovich et al._ 2012_946,2,3
Feltovich et al._ 2012_2142,Feltovich et al._ 2012,11,107,3,Feltovich et al._ 2012_944,Feltovich et al._ 2012_945,1,4
Feltovich et al._ 2012_2143,Feltovich et al._ 2012,11,107,4,Feltovich et al._ 2012_937,Feltovich et al._ 2012_941,1,4
Feltovich et al._ 2012_2144,Feltovich et al._ 2012,11,107,4,Feltovich et al._ 2012_938,Feltovich et al._ 2012_944,2,4
Feltovich et al._ 2012_2145,Feltovich et al._ 2012,11,107,4,Feltovich et al._ 2012_939,Feltovich et al._ 2012_945,2,3
Feltovich et al._ 2012_2146,Feltovich et al._ 2012,11,107,4,Feltovich et al._ 2012_940,Feltovich et al._ 2012_943,1,3
Feltovich et al._ 2012_2147,Feltovich et al._ 2012,11,107,4,Feltovich et al._ 2012_942,Feltovich et al._ 2012_946,1,3
Feltovich et al._ 2012_2148,Feltovich et al._ 2012,11,107,5,Feltovich et al._ 2012_937,Feltovich et al._ 2012_942,1,4
Feltovich et al._ 2012_2149,Feltovich et al._ 2012,11,107,5,Feltovich et al._ 2012_938,Feltovich et al._ 2012_943,2,3
Feltovich et al._ 2012_2150,Feltovich et al._ 2012,11,107,5,Feltovich et al._ 2012_939,Feltovich et al._ 2012_940,1,3
Feltovich et al._ 2012_2151,Feltovich et al._ 2012,11,107,5,Feltovich et al._ 2012_941,Feltovich et al._ 2012_945,2,3
Feltovich et al._ 2012_2152,Feltovich et al._ 2012,11,107,5,Feltovich et al._ 2012_944,Feltovich et al._ 2012_946,2,3
Feltovich et al._ 2012_2153,Feltovich et al._ 2012,11,107,6,Feltovich et al._ 2012_937,Feltovich et al._ 2012_942,2,3
Feltovich et al._ 2012_2154,Feltovich et al._ 2012,11,107,6,Feltovich et al._ 2012_938,Feltovich et al._ 2012_944,1,3
Feltovich et al._ 2012_2155,Feltovich et al._ 2012,11,107,6,Feltovich et al._ 2012_939,Feltovich et al._ 2012_940,1,3
Feltovich et al._ 2012_2156,Feltovich et al._ 2012,11,107,6,Feltovich et al._ 2012_941,Feltovich et al._ 2012_946,1,3
Feltovich et al._ 2012_2157,Feltovich et al._ 2012,11,107,6,Feltovich et al._ 2012_943,Feltovich et al._ 2012_945,2,4
Feltovich et al._ 2012_2158,Feltovich et al._ 2012,11,107,7,Feltovich et al._ 2012_937,Feltovich et al._ 2012_943,1,4
Feltovich et al._ 2012_2159,Feltovich et al._ 2012,11,107,7,Feltovich et al._ 2012_938,Feltovich et al._ 2012_945,1,4
Feltovich et al._ 2012_2160,Feltovich et al._ 2012,11,107,7,Feltovich et al._ 2012_939,Feltovich et al._ 2012_944,1,4
Feltovich et al._ 2012_2161,Feltovich et al._ 2012,11,107,7,Feltovich et al._ 2012_940,Feltovich et al._ 2012_941,2,3
Feltovich et al._ 2012_2162,Feltovich et al._ 2012,11,107,7,Feltovich et al._ 2012_942,Feltovich et al._ 2012_946,2,3
Feltovich et al._ 2012_2163,Feltovich et al._ 2012,11,107,8,Feltovich et al._ 2012_937,Feltovich et al._ 2012_940,2,3
Feltovich et al._ 2012_2164,Feltovich et al._ 2012,11,107,8,Feltovich et al._ 2012_938,Feltovich et al._ 2012_943,1,3
Feltovich et al._ 2012_2165,Feltovich et al._ 2012,11,107,8,Feltovich et al._ 2012_939,Feltovich et al._ 2012_941,1,3
Feltovich et al._ 2012_2166,Feltovich et al._ 2012,11,107,8,Feltovich et al._ 2012_942,Feltovich et al._ 2012_944,2,4
Feltovich et al._ 2012_2167,Feltovich et al._ 2012,11,107,8,Feltovich et al._ 2012_945,Feltovich et al._ 2012_946,1,4
Feltovich et al._ 2012_2168,Feltovich et al._ 2012,11,107,9,Feltovich et al._ 2012_937,Feltovich et al._ 2012_941,2,3
Feltovich et al._ 2012_2169,Feltovich et al._ 2012,11,107,9,Feltovich et al._ 2012_938,Feltovich et al._ 2012_942,2,3
Feltovich et al._ 2012_2170,Feltovich et al._ 2012,11,107,9,Feltovich et al._ 2012_939,Feltovich et al._ 2012_940,1,4
Feltovich et al._ 2012_2171,Feltovich et al._ 2012,11,107,9,Feltovich et al._ 2012_943,Feltovich et al._ 2012_946,2,3
Feltovich et al._ 2012_2172,Feltovich et al._ 2012,11,107,9,Feltovich et al._ 2012_944,Feltovich et al._ 2012_945,2,3
Feltovich et al._ 2012_2173,Feltovich et al._ 2012,11,108,1,Feltovich et al._ 2012_947,Feltovich et al._ 2012_948,2,3
Feltovich et al._ 2012_2174,Feltovich et al._ 2012,11,108,1,Feltovich et al._ 2012_949,Feltovich et al._ 2012_951,1,3
Feltovich et al._ 2012_2175,Feltovich et al._ 2012,11,108,1,Feltovich et al._ 2012_950,Feltovich et al._ 2012_955,2,3
Feltovich et al._ 2012_2176,Feltovich et al._ 2012,11,108,1,Feltovich et al._ 2012_952,Feltovich et al._ 2012_958,1,4
Feltovich et al._ 2012_2177,Feltovich et al._ 2012,11,108,1,Feltovich et al._ 2012_953,Feltovich et al._ 2012_954,1,3
Feltovich et al._ 2012_2178,Feltovich et al._ 2012,11,108,1,Feltovich et al._ 2012_956,Feltovich et al._ 2012_959,2,4
Feltovich et al._ 2012_2179,Feltovich et al._ 2012,11,108,1,Feltovich et al._ 2012_957,Feltovich et al._ 2012_960,1,3
Feltovich et al._ 2012_2180,Feltovich et al._ 2012,11,108,10,Feltovich et al._ 2012_947,Feltovich et al._ 2012_955,2,3
Feltovich et al._ 2012_2181,Feltovich et al._ 2012,11,108,10,Feltovich et al._ 2012_948,Feltovich et al._ 2012_950,1,4
Feltovich et al._ 2012_2182,Feltovich et al._ 2012,11,108,10,Feltovich et al._ 2012_949,Feltovich et al._ 2012_958,1,4
Feltovich et al._ 2012_2183,Feltovich et al._ 2012,11,108,10,Feltovich et al._ 2012_951,Feltovich et al._ 2012_952,2,3
Feltovich et al._ 2012_2184,Feltovich et al._ 2012,11,108,10,Feltovich et al._ 2012_953,Feltovich et al._ 2012_960,2,4
Feltovich et al._ 2012_2185,Feltovich et al._ 2012,11,108,10,Feltovich et al._ 2012_954,Feltovich et al._ 2012_956,2,4
Feltovich et al._ 2012_2186,Feltovich et al._ 2012,11,108,10,Feltovich et al._ 2012_957,Feltovich et al._ 2012_959,2,4
Feltovich et al._ 2012_2187,Feltovich et al._ 2012,11,108,11,Feltovich et al._ 2012_947,Feltovich et al._ 2012_956,1,4
Feltovich et al._ 2012_2188,Feltovich et al._ 2012,11,108,11,Feltovich et al._ 2012_948,Feltovich et al._ 2012_958,2,4
Feltovich et al._ 2012_2189,Feltovich et al._ 2012,11,108,11,Feltovich et al._ 2012_949,Feltovich et al._ 2012_957,2,4
Feltovich et al._ 2012_2190,Feltovich et al._ 2012,11,108,11,Feltovich et al._ 2012_950,Feltovich et al._ 2012_952,2,4
Feltovich et al._ 2012_2191,Feltovich et al._ 2012,11,108,11,Feltovich et al._ 2012_951,Feltovich et al._ 2012_960,2,3
Feltovich et al._ 2012_2192,Feltovich et al._ 2012,11,108,11,Feltovich et al._ 2012_953,Feltovich et al._ 2012_959,2,3
Feltovich et al._ 2012_2193,Feltovich et al._ 2012,11,108,11,Feltovich et al._ 2012_954,Feltovich et al._ 2012_955,1,4
Feltovich et al._ 2012_2194,Feltovich et al._ 2012,11,108,12,Feltovich et al._ 2012_947,Feltovich et al._ 2012_952,1,4
Feltovich et al._ 2012_2195,Feltovich et al._ 2012,11,108,12,Feltovich et al._ 2012_948,Feltovich et al._ 2012_956,2,4
Feltovich et al._ 2012_2196,Feltovich et al._ 2012,11,108,12,Feltovich et al._ 2012_949,Feltovich et al._ 2012_959,2,3
Feltovich et al._ 2012_2197,Feltovich et al._ 2012,11,108,12,Feltovich et al._ 2012_950,Feltovich et al._ 2012_960,2,4
Feltovich et al._ 2012_2198,Feltovich et al._ 2012,11,108,12,Feltovich et al._ 2012_951,Feltovich et al._ 2012_954,1,4
Feltovich et al._ 2012_2199,Feltovich et al._ 2012,11,108,12,Feltovich et al._ 2012_953,Feltovich et al._ 2012_955,2,3
Feltovich et al._ 2012_2200,Feltovich et al._ 2012,11,108,12,Feltovich et al._ 2012_957,Feltovich et al._ 2012_958,2,3
Feltovich et al._ 2012_2201,Feltovich et al._ 2012,11,108,13,Feltovich et al._ 2012_947,Feltovich et al._ 2012_951,2,3
Feltovich et al._ 2012_2202,Feltovich et al._ 2012,11,108,13,Feltovich et al._ 2012_948,Feltovich et al._ 2012_955,2,3
Feltovich et al._ 2012_2203,Feltovich et al._ 2012,11,108,13,Feltovich et al._ 2012_949,Feltovich et al._ 2012_956,2,4
Feltovich et al._ 2012_2204,Feltovich et al._ 2012,11,108,13,Feltovich et al._ 2012_950,Feltovich et al._ 2012_958,2,3
Feltovich et al._ 2012_2205,Feltovich et al._ 2012,11,108,13,Feltovich et al._ 2012_952,Feltovich et al._ 2012_953,1,3
Feltovich et al._ 2012_2206,Feltovich et al._ 2012,11,108,13,Feltovich et al._ 2012_954,Feltovich et al._ 2012_960,1,4
Feltovich et al._ 2012_2207,Feltovich et al._ 2012,11,108,13,Feltovich et al._ 2012_957,Feltovich et al._ 2012_959,2,4
Feltovich et al._ 2012_2208,Feltovich et al._ 2012,11,108,14,Feltovich et al._ 2012_947,Feltovich et al._ 2012_948,2,4
Feltovich et al._ 2012_2209,Feltovich et al._ 2012,11,108,14,Feltovich et al._ 2012_949,Feltovich et al._ 2012_950,2,4
Feltovich et al._ 2012_2210,Feltovich et al._ 2012,11,108,14,Feltovich et al._ 2012_951,Feltovich et al._ 2012_959,2,4
Feltovich et al._ 2012_2211,Feltovich et al._ 2012,11,108,14,Feltovich et al._ 2012_952,Feltovich et al._ 2012_957,2,4
Feltovich et al._ 2012_2212,Feltovich et al._ 2012,11,108,14,Feltovich et al._ 2012_953,Feltovich et al._ 2012_956,2,4
Feltovich et al._ 2012_2213,Feltovich et al._ 2012,11,108,14,Feltovich et al._ 2012_954,Feltovich et al._ 2012_958,2,4
Feltovich et al._ 2012_2214,Feltovich et al._ 2012,11,108,14,Feltovich et al._ 2012_955,Feltovich et al._ 2012_960,2,4
Feltovich et al._ 2012_2215,Feltovich et al._ 2012,11,108,15,Feltovich et al._ 2012_947,Feltovich et al._ 2012_957,2,4
Feltovich et al._ 2012_2216,Feltovich et al._ 2012,11,108,15,Feltovich et al._ 2012_948,Feltovich et al._ 2012_958,1,4
Feltovich et al._ 2012_2217,Feltovich et al._ 2012,11,108,15,Feltovich et al._ 2012_949,Feltovich et al._ 2012_950,2,4
Feltovich et al._ 2012_2218,Feltovich et al._ 2012,11,108,15,Feltovich et al._ 2012_951,Feltovich et al._ 2012_960,2,4
Feltovich et al._ 2012_2219,Feltovich et al._ 2012,11,108,15,Feltovich et al._ 2012_952,Feltovich et al._ 2012_953,1,4
Feltovich et al._ 2012_2220,Feltovich et al._ 2012,11,108,15,Feltovich et al._ 2012_954,Feltovich et al._ 2012_959,2,4
Feltovich et al._ 2012_2221,Feltovich et al._ 2012,11,108,15,Feltovich et al._ 2012_955,Feltovich et al._ 2012_956,2,4
Feltovich et al._ 2012_2222,Feltovich et al._ 2012,11,108,16,Feltovich et al._ 2012_947,Feltovich et al._ 2012_953,2,3
Feltovich et al._ 2012_2223,Feltovich et al._ 2012,11,108,16,Feltovich et al._ 2012_948,Feltovich et al._ 2012_954,2,3
Feltovich et al._ 2012_2224,Feltovich et al._ 2012,11,108,16,Feltovich et al._ 2012_949,Feltovich et al._ 2012_955,2,4
Feltovich et al._ 2012_2225,Feltovich et al._ 2012,11,108,16,Feltovich et al._ 2012_950,Feltovich et al._ 2012_951,2,4
Feltovich et al._ 2012_2226,Feltovich et al._ 2012,11,108,16,Feltovich et al._ 2012_952,Feltovich et al._ 2012_958,2,3
Feltovich et al._ 2012_2227,Feltovich et al._ 2012,11,108,16,Feltovich et al._ 2012_956,Feltovich et al._ 2012_957,2,4
Feltovich et al._ 2012_2228,Feltovich et al._ 2012,11,108,16,Feltovich et al._ 2012_959,Feltovich et al._ 2012_960,2,4
Feltovich et al._ 2012_2229,Feltovich et al._ 2012,11,108,17,Feltovich et al._ 2012_947,Feltovich et al._ 2012_958,2,4
Feltovich et al._ 2012_2230,Feltovich et al._ 2012,11,108,17,Feltovich et al._ 2012_948,Feltovich et al._ 2012_955,1,4
Feltovich et al._ 2012_2231,Feltovich et al._ 2012,11,108,17,Feltovich et al._ 2012_949,Feltovich et al._ 2012_952,2,3
Feltovich et al._ 2012_2232,Feltovich et al._ 2012,11,108,17,Feltovich et al._ 2012_950,Feltovich et al._ 2012_953,2,3
Feltovich et al._ 2012_2233,Feltovich et al._ 2012,11,108,17,Feltovich et al._ 2012_951,Feltovich et al._ 2012_957,2,4
Feltovich et al._ 2012_2234,Feltovich et al._ 2012,11,108,17,Feltovich et al._ 2012_954,Feltovich et al._ 2012_960,1,4
Feltovich et al._ 2012_2235,Feltovich et al._ 2012,11,108,17,Feltovich et al._ 2012_956,Feltovich et al._ 2012_959,2,4
Feltovich et al._ 2012_2236,Feltovich et al._ 2012,11,108,18,Feltovich et al._ 2012_947,Feltovich et al._ 2012_950,1,4
Feltovich et al._ 2012_2237,Feltovich et al._ 2012,11,108,18,Feltovich et al._ 2012_948,Feltovich et al._ 2012_959,1,4
Feltovich et al._ 2012_2238,Feltovich et al._ 2012,11,108,18,Feltovich et al._ 2012_949,Feltovich et al._ 2012_960,2,4
Feltovich et al._ 2012_2239,Feltovich et al._ 2012,11,108,18,Feltovich et al._ 2012_951,Feltovich et al._ 2012_954,2,4
Feltovich et al._ 2012_2240,Feltovich et al._ 2012,11,108,18,Feltovich et al._ 2012_952,Feltovich et al._ 2012_957,2,3
Feltovich et al._ 2012_2241,Feltovich et al._ 2012,11,108,18,Feltovich et al._ 2012_953,Feltovich et al._ 2012_958,2,4
Feltovich et al._ 2012_2242,Feltovich et al._ 2012,11,108,18,Feltovich et al._ 2012_955,Feltovich et al._ 2012_956,2,4
Feltovich et al._ 2012_2243,Feltovich et al._ 2012,11,108,19,Feltovich et al._ 2012_947,Feltovich et al._ 2012_950,2,3
Feltovich et al._ 2012_2244,Feltovich et al._ 2012,11,108,19,Feltovich et al._ 2012_948,Feltovich et al._ 2012_955,1,4
Feltovich et al._ 2012_2245,Feltovich et al._ 2012,11,108,19,Feltovich et al._ 2012_949,Feltovich et al._ 2012_953,2,4
Feltovich et al._ 2012_2246,Feltovich et al._ 2012,11,108,19,Feltovich et al._ 2012_951,Feltovich et al._ 2012_960,2,4
Feltovich et al._ 2012_2247,Feltovich et al._ 2012,11,108,19,Feltovich et al._ 2012_952,Feltovich et al._ 2012_956,2,4
Feltovich et al._ 2012_2248,Feltovich et al._ 2012,11,108,19,Feltovich et al._ 2012_954,Feltovich et al._ 2012_957,2,4
Feltovich et al._ 2012_2249,Feltovich et al._ 2012,11,108,19,Feltovich et al._ 2012_958,Feltovich et al._ 2012_959,2,4
Feltovich et al._ 2012_2250,Feltovich et al._ 2012,11,108,2,Feltovich et al._ 2012_947,Feltovich et al._ 2012_949,2,3
Feltovich et al._ 2012_2251,Feltovich et al._ 2012,11,108,2,Feltovich et al._ 2012_948,Feltovich et al._ 2012_958,1,4
Feltovich et al._ 2012_2252,Feltovich et al._ 2012,11,108,2,Feltovich et al._ 2012_950,Feltovich et al._ 2012_953,2,3
Feltovich et al._ 2012_2253,Feltovich et al._ 2012,11,108,2,Feltovich et al._ 2012_951,Feltovich et al._ 2012_954,1,4
Feltovich et al._ 2012_2254,Feltovich et al._ 2012,11,108,2,Feltovich et al._ 2012_952,Feltovich et al._ 2012_955,2,4
Feltovich et al._ 2012_2255,Feltovich et al._ 2012,11,108,2,Feltovich et al._ 2012_956,Feltovich et al._ 2012_960,1,4
Feltovich et al._ 2012_2256,Feltovich et al._ 2012,11,108,2,Feltovich et al._ 2012_957,Feltovich et al._ 2012_959,1,4
Feltovich et al._ 2012_2257,Feltovich et al._ 2012,11,108,20,Feltovich et al._ 2012_947,Feltovich et al._ 2012_959,2,4
Feltovich et al._ 2012_2258,Feltovich et al._ 2012,11,108,20,Feltovich et al._ 2012_948,Feltovich et al._ 2012_949,1,3
Feltovich et al._ 2012_2259,Feltovich et al._ 2012,11,108,20,Feltovich et al._ 2012_950,Feltovich et al._ 2012_952,1,3
Feltovich et al._ 2012_2260,Feltovich et al._ 2012,11,108,20,Feltovich et al._ 2012_951,Feltovich et al._ 2012_954,2,4
Feltovich et al._ 2012_2261,Feltovich et al._ 2012,11,108,20,Feltovich et al._ 2012_953,Feltovich et al._ 2012_958,2,3
Feltovich et al._ 2012_2262,Feltovich et al._ 2012,11,108,20,Feltovich et al._ 2012_955,Feltovich et al._ 2012_957,2,3
Feltovich et al._ 2012_2263,Feltovich et al._ 2012,11,108,20,Feltovich et al._ 2012_956,Feltovich et al._ 2012_960,2,4
Feltovich et al._ 2012_2264,Feltovich et al._ 2012,11,108,3,Feltovich et al._ 2012_947,Feltovich et al._ 2012_950,1,3
Feltovich et al._ 2012_2265,Feltovich et al._ 2012,11,108,3,Feltovich et al._ 2012_948,Feltovich et al._ 2012_956,2,4
Feltovich et al._ 2012_2266,Feltovich et al._ 2012,11,108,3,Feltovich et al._ 2012_949,Feltovich et al._ 2012_954,1,3
Feltovich et al._ 2012_2267,Feltovich et al._ 2012,11,108,3,Feltovich et al._ 2012_951,Feltovich et al._ 2012_955,1,4
Feltovich et al._ 2012_2268,Feltovich et al._ 2012,11,108,3,Feltovich et al._ 2012_952,Feltovich et al._ 2012_958,2,4
Feltovich et al._ 2012_2269,Feltovich et al._ 2012,11,108,3,Feltovich et al._ 2012_953,Feltovich et al._ 2012_957,1,3
Feltovich et al._ 2012_2270,Feltovich et al._ 2012,11,108,3,Feltovich et al._ 2012_959,Feltovich et al._ 2012_960,1,4
Feltovich et al._ 2012_2271,Feltovich et al._ 2012,11,108,4,Feltovich et al._ 2012_947,Feltovich et al._ 2012_951,2,3
Feltovich et al._ 2012_2272,Feltovich et al._ 2012,11,108,4,Feltovich et al._ 2012_948,Feltovich et al._ 2012_957,2,4
Feltovich et al._ 2012_2273,Feltovich et al._ 2012,11,108,4,Feltovich et al._ 2012_949,Feltovich et al._ 2012_954,1,3
Feltovich et al._ 2012_2274,Feltovich et al._ 2012,11,108,4,Feltovich et al._ 2012_950,Feltovich et al._ 2012_952,1,4
Feltovich et al._ 2012_2275,Feltovich et al._ 2012,11,108,4,Feltovich et al._ 2012_953,Feltovich et al._ 2012_958,1,3
Feltovich et al._ 2012_2276,Feltovich et al._ 2012,11,108,4,Feltovich et al._ 2012_955,Feltovich et al._ 2012_959,1,4
Feltovich et al._ 2012_2277,Feltovich et al._ 2012,11,108,4,Feltovich et al._ 2012_956,Feltovich et al._ 2012_960,1,4
Feltovich et al._ 2012_2278,Feltovich et al._ 2012,11,108,5,Feltovich et al._ 2012_947,Feltovich et al._ 2012_949,1,3
Feltovich et al._ 2012_2279,Feltovich et al._ 2012,11,108,5,Feltovich et al._ 2012_948,Feltovich et al._ 2012_952,2,4
Feltovich et al._ 2012_2280,Feltovich et al._ 2012,11,108,5,Feltovich et al._ 2012_950,Feltovich et al._ 2012_955,1,3
Feltovich et al._ 2012_2281,Feltovich et al._ 2012,11,108,5,Feltovich et al._ 2012_951,Feltovich et al._ 2012_958,2,3
Feltovich et al._ 2012_2282,Feltovich et al._ 2012,11,108,5,Feltovich et al._ 2012_953,Feltovich et al._ 2012_956,2,3
Feltovich et al._ 2012_2283,Feltovich et al._ 2012,11,108,5,Feltovich et al._ 2012_954,Feltovich et al._ 2012_959,1,4
Feltovich et al._ 2012_2284,Feltovich et al._ 2012,11,108,5,Feltovich et al._ 2012_957,Feltovich et al._ 2012_960,2,4
Feltovich et al._ 2012_2285,Feltovich et al._ 2012,11,108,6,Feltovich et al._ 2012_947,Feltovich et al._ 2012_950,2,3
Feltovich et al._ 2012_2286,Feltovich et al._ 2012,11,108,6,Feltovich et al._ 2012_948,Feltovich et al._ 2012_955,2,3
Feltovich et al._ 2012_2287,Feltovich et al._ 2012,11,108,6,Feltovich et al._ 2012_949,Feltovich et al._ 2012_959,2,3
Feltovich et al._ 2012_2288,Feltovich et al._ 2012,11,108,6,Feltovich et al._ 2012_951,Feltovich et al._ 2012_956,1,4
Feltovich et al._ 2012_2289,Feltovich et al._ 2012,11,108,6,Feltovich et al._ 2012_952,Feltovich et al._ 2012_953,1,4
Feltovich et al._ 2012_2290,Feltovich et al._ 2012,11,108,6,Feltovich et al._ 2012_954,Feltovich et al._ 2012_958,1,3
Feltovich et al._ 2012_2291,Feltovich et al._ 2012,11,108,6,Feltovich et al._ 2012_957,Feltovich et al._ 2012_960,2,4
Feltovich et al._ 2012_2292,Feltovich et al._ 2012,11,108,7,Feltovich et al._ 2012_947,Feltovich et al._ 2012_952,1,4
Feltovich et al._ 2012_2293,Feltovich et al._ 2012,11,108,7,Feltovich et al._ 2012_948,Feltovich et al._ 2012_951,1,4
Feltovich et al._ 2012_2294,Feltovich et al._ 2012,11,108,7,Feltovich et al._ 2012_949,Feltovich et al._ 2012_950,2,4
Feltovich et al._ 2012_2295,Feltovich et al._ 2012,11,108,7,Feltovich et al._ 2012_953,Feltovich et al._ 2012_958,1,3
Feltovich et al._ 2012_2296,Feltovich et al._ 2012,11,108,7,Feltovich et al._ 2012_954,Feltovich et al._ 2012_957,1,4
Feltovich et al._ 2012_2297,Feltovich et al._ 2012,11,108,7,Feltovich et al._ 2012_955,Feltovich et al._ 2012_960,2,3
Feltovich et al._ 2012_2298,Feltovich et al._ 2012,11,108,7,Feltovich et al._ 2012_956,Feltovich et al._ 2012_959,2,4
Feltovich et al._ 2012_2299,Feltovich et al._ 2012,11,108,8,Feltovich et al._ 2012_947,Feltovich et al._ 2012_953,2,4
Feltovich et al._ 2012_2300,Feltovich et al._ 2012,11,108,8,Feltovich et al._ 2012_948,Feltovich et al._ 2012_950,2,3
Feltovich et al._ 2012_2301,Feltovich et al._ 2012,11,108,8,Feltovich et al._ 2012_949,Feltovich et al._ 2012_957,2,4
Feltovich et al._ 2012_2302,Feltovich et al._ 2012,11,108,8,Feltovich et al._ 2012_951,Feltovich et al._ 2012_958,2,3
