Player,p1_x_p2_x,p1_x_p2_y,p1_y_p2_x,p1_y_p2_y
p1,13.8999996185303,13.8999996185303,13.8999996185303,13.8999996185303
p2,13.8999996185303,13.8999996185303,13.8999996185303,13.8999996185303
