match_id,dataset_id,treatment,session,round,player_1_id,player_2_id,player_1_choice,player_2_choice
schmidt et al._2013_1423,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-2.edf,7,schmidt et al._2013_35,schmidt et al._2013_37,1,3
schmidt et al._2013_1424,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-2.edf,7,schmidt et al._2013_35,schmidt et al._2013_38,1,3
schmidt et al._2013_1425,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-2.edf,7,schmidt et al._2013_35,schmidt et al._2013_39,1,3
schmidt et al._2013_1426,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-2.edf,7,schmidt et al._2013_35,schmidt et al._2013_40,1,3
schmidt et al._2013_1427,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-2.edf,7,schmidt et al._2013_35,schmidt et al._2013_41,1,3
schmidt et al._2013_1428,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-2.edf,7,schmidt et al._2013_35,schmidt et al._2013_42,2,3
schmidt et al._2013_1429,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-2.edf,7,schmidt et al._2013_35,schmidt et al._2013_43,1,4
schmidt et al._2013_1430,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-2.edf,7,schmidt et al._2013_35,schmidt et al._2013_44,2,3
schmidt et al._2013_1431,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-2.edf,8,schmidt et al._2013_34,schmidt et al._2013_35,1,3
schmidt et al._2013_1432,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-2.edf,8,schmidt et al._2013_35,schmidt et al._2013_36,1,3
schmidt et al._2013_1433,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-2.edf,8,schmidt et al._2013_35,schmidt et al._2013_37,1,3
schmidt et al._2013_1434,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-2.edf,8,schmidt et al._2013_35,schmidt et al._2013_38,1,3
schmidt et al._2013_1435,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-2.edf,8,schmidt et al._2013_35,schmidt et al._2013_39,1,3
schmidt et al._2013_1436,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-2.edf,8,schmidt et al._2013_35,schmidt et al._2013_40,1,3
schmidt et al._2013_1437,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-2.edf,8,schmidt et al._2013_35,schmidt et al._2013_41,1,3
schmidt et al._2013_1438,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-2.edf,8,schmidt et al._2013_35,schmidt et al._2013_42,1,3
schmidt et al._2013_1439,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-2.edf,8,schmidt et al._2013_35,schmidt et al._2013_43,1,3
schmidt et al._2013_1440,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-2.edf,8,schmidt et al._2013_35,schmidt et al._2013_44,1,3
schmidt et al._2013_1441,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,1,schmidt et al._2013_34,schmidt et al._2013_35,1,4
schmidt et al._2013_1442,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,1,schmidt et al._2013_35,schmidt et al._2013_36,2,3
schmidt et al._2013_1443,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,1,schmidt et al._2013_35,schmidt et al._2013_37,2,3
schmidt et al._2013_1444,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,1,schmidt et al._2013_35,schmidt et al._2013_38,2,3
schmidt et al._2013_1445,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,1,schmidt et al._2013_35,schmidt et al._2013_39,1,4
schmidt et al._2013_1446,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,1,schmidt et al._2013_35,schmidt et al._2013_40,1,4
schmidt et al._2013_1447,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,1,schmidt et al._2013_35,schmidt et al._2013_41,2,3
schmidt et al._2013_1448,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,1,schmidt et al._2013_35,schmidt et al._2013_42,1,4
schmidt et al._2013_1449,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,1,schmidt et al._2013_35,schmidt et al._2013_43,1,4
schmidt et al._2013_1450,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,1,schmidt et al._2013_35,schmidt et al._2013_44,2,3
schmidt et al._2013_1451,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,2,schmidt et al._2013_34,schmidt et al._2013_35,1,4
schmidt et al._2013_1452,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,2,schmidt et al._2013_35,schmidt et al._2013_36,2,3
schmidt et al._2013_1453,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,2,schmidt et al._2013_35,schmidt et al._2013_37,2,3
schmidt et al._2013_1454,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,2,schmidt et al._2013_35,schmidt et al._2013_38,2,3
schmidt et al._2013_1455,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,2,schmidt et al._2013_35,schmidt et al._2013_39,2,4
schmidt et al._2013_1456,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,2,schmidt et al._2013_35,schmidt et al._2013_40,2,4
schmidt et al._2013_1457,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,2,schmidt et al._2013_35,schmidt et al._2013_41,2,4
schmidt et al._2013_1458,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,2,schmidt et al._2013_35,schmidt et al._2013_42,2,4
schmidt et al._2013_1459,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,2,schmidt et al._2013_35,schmidt et al._2013_43,1,4
schmidt et al._2013_1460,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,2,schmidt et al._2013_35,schmidt et al._2013_44,1,4
schmidt et al._2013_1461,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,3,schmidt et al._2013_34,schmidt et al._2013_35,2,3
schmidt et al._2013_1462,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,3,schmidt et al._2013_35,schmidt et al._2013_36,1,3
schmidt et al._2013_1463,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,3,schmidt et al._2013_35,schmidt et al._2013_37,1,3
schmidt et al._2013_1464,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,3,schmidt et al._2013_35,schmidt et al._2013_38,1,4
schmidt et al._2013_1465,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,3,schmidt et al._2013_35,schmidt et al._2013_39,2,4
schmidt et al._2013_1466,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,3,schmidt et al._2013_35,schmidt et al._2013_40,2,4
schmidt et al._2013_1467,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,3,schmidt et al._2013_35,schmidt et al._2013_41,2,4
schmidt et al._2013_1468,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,3,schmidt et al._2013_35,schmidt et al._2013_42,2,4
schmidt et al._2013_1469,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,3,schmidt et al._2013_35,schmidt et al._2013_43,2,4
schmidt et al._2013_1470,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,3,schmidt et al._2013_35,schmidt et al._2013_44,2,4
schmidt et al._2013_1471,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,4,schmidt et al._2013_34,schmidt et al._2013_35,1,4
schmidt et al._2013_1472,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,4,schmidt et al._2013_35,schmidt et al._2013_36,1,4
schmidt et al._2013_1473,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,4,schmidt et al._2013_35,schmidt et al._2013_37,1,3
schmidt et al._2013_1474,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,4,schmidt et al._2013_35,schmidt et al._2013_38,2,3
schmidt et al._2013_1475,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,4,schmidt et al._2013_35,schmidt et al._2013_39,2,3
schmidt et al._2013_1476,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,4,schmidt et al._2013_35,schmidt et al._2013_40,2,4
schmidt et al._2013_1477,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,4,schmidt et al._2013_35,schmidt et al._2013_41,2,4
schmidt et al._2013_1478,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,4,schmidt et al._2013_35,schmidt et al._2013_42,2,4
schmidt et al._2013_1479,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,4,schmidt et al._2013_35,schmidt et al._2013_43,2,4
schmidt et al._2013_1480,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,4,schmidt et al._2013_35,schmidt et al._2013_44,1,3
schmidt et al._2013_1481,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,5,schmidt et al._2013_34,schmidt et al._2013_35,1,4
schmidt et al._2013_1482,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,5,schmidt et al._2013_35,schmidt et al._2013_36,1,3
schmidt et al._2013_1483,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,5,schmidt et al._2013_35,schmidt et al._2013_37,1,3
schmidt et al._2013_1484,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,5,schmidt et al._2013_35,schmidt et al._2013_38,1,3
schmidt et al._2013_1485,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,5,schmidt et al._2013_35,schmidt et al._2013_39,1,3
schmidt et al._2013_1486,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,5,schmidt et al._2013_35,schmidt et al._2013_40,2,3
schmidt et al._2013_1487,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,5,schmidt et al._2013_35,schmidt et al._2013_41,2,4
schmidt et al._2013_1488,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,5,schmidt et al._2013_35,schmidt et al._2013_42,2,4
schmidt et al._2013_1489,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,5,schmidt et al._2013_35,schmidt et al._2013_43,2,4
schmidt et al._2013_1490,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,5,schmidt et al._2013_35,schmidt et al._2013_44,2,4
schmidt et al._2013_1491,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,6,schmidt et al._2013_34,schmidt et al._2013_35,1,4
schmidt et al._2013_1492,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,6,schmidt et al._2013_35,schmidt et al._2013_36,1,3
schmidt et al._2013_1493,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,6,schmidt et al._2013_35,schmidt et al._2013_37,1,4
schmidt et al._2013_1494,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,6,schmidt et al._2013_35,schmidt et al._2013_38,1,3
schmidt et al._2013_1495,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,6,schmidt et al._2013_35,schmidt et al._2013_39,2,3
schmidt et al._2013_1496,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,6,schmidt et al._2013_35,schmidt et al._2013_40,1,3
schmidt et al._2013_1497,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,6,schmidt et al._2013_35,schmidt et al._2013_41,2,3
schmidt et al._2013_1498,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,6,schmidt et al._2013_35,schmidt et al._2013_42,2,4
schmidt et al._2013_1499,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,6,schmidt et al._2013_35,schmidt et al._2013_43,2,4
schmidt et al._2013_1500,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,6,schmidt et al._2013_35,schmidt et al._2013_44,1,3
schmidt et al._2013_1501,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,7,schmidt et al._2013_34,schmidt et al._2013_35,1,4
schmidt et al._2013_1502,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,7,schmidt et al._2013_35,schmidt et al._2013_36,1,4
schmidt et al._2013_1503,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,7,schmidt et al._2013_35,schmidt et al._2013_37,1,4
schmidt et al._2013_1504,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,7,schmidt et al._2013_35,schmidt et al._2013_38,2,3
schmidt et al._2013_1505,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,7,schmidt et al._2013_35,schmidt et al._2013_39,1,4
schmidt et al._2013_1506,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,7,schmidt et al._2013_35,schmidt et al._2013_40,2,3
schmidt et al._2013_1507,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,7,schmidt et al._2013_35,schmidt et al._2013_41,2,3
schmidt et al._2013_1508,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,7,schmidt et al._2013_35,schmidt et al._2013_42,2,3
schmidt et al._2013_1509,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,7,schmidt et al._2013_35,schmidt et al._2013_43,2,4
schmidt et al._2013_1510,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,7,schmidt et al._2013_35,schmidt et al._2013_44,2,4
schmidt et al._2013_1511,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,8,schmidt et al._2013_34,schmidt et al._2013_35,2,4
schmidt et al._2013_1512,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,8,schmidt et al._2013_35,schmidt et al._2013_36,1,4
schmidt et al._2013_1513,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,8,schmidt et al._2013_35,schmidt et al._2013_37,1,4
schmidt et al._2013_1514,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,8,schmidt et al._2013_35,schmidt et al._2013_38,1,4
schmidt et al._2013_1515,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,8,schmidt et al._2013_35,schmidt et al._2013_39,1,3
schmidt et al._2013_1516,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,8,schmidt et al._2013_35,schmidt et al._2013_40,2,3
schmidt et al._2013_1517,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,8,schmidt et al._2013_35,schmidt et al._2013_41,2,3
schmidt et al._2013_1518,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,8,schmidt et al._2013_35,schmidt et al._2013_42,2,3
schmidt et al._2013_1519,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,8,schmidt et al._2013_35,schmidt et al._2013_43,2,4
schmidt et al._2013_1520,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-3.edf,8,schmidt et al._2013_35,schmidt et al._2013_44,1,3
schmidt et al._2013_1521,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-4.edf,1,schmidt et al._2013_34,schmidt et al._2013_35,2,4
schmidt et al._2013_1522,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-4.edf,1,schmidt et al._2013_35,schmidt et al._2013_36,2,4
schmidt et al._2013_1523,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-4.edf,1,schmidt et al._2013_35,schmidt et al._2013_37,2,3
schmidt et al._2013_1524,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-4.edf,1,schmidt et al._2013_35,schmidt et al._2013_38,1,3
schmidt et al._2013_1525,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-4.edf,1,schmidt et al._2013_35,schmidt et al._2013_39,2,3
schmidt et al._2013_1526,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-4.edf,1,schmidt et al._2013_35,schmidt et al._2013_40,1,4
schmidt et al._2013_1527,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-4.edf,1,schmidt et al._2013_35,schmidt et al._2013_41,1,4
schmidt et al._2013_1528,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-4.edf,1,schmidt et al._2013_35,schmidt et al._2013_42,1,3
schmidt et al._2013_1529,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-4.edf,1,schmidt et al._2013_35,schmidt et al._2013_43,1,4
schmidt et al._2013_1530,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-4.edf,1,schmidt et al._2013_35,schmidt et al._2013_44,2,3
schmidt et al._2013_1531,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-4.edf,2,schmidt et al._2013_34,schmidt et al._2013_35,2,3
schmidt et al._2013_1532,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-4.edf,2,schmidt et al._2013_35,schmidt et al._2013_36,2,4
schmidt et al._2013_1533,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-4.edf,2,schmidt et al._2013_35,schmidt et al._2013_37,1,4
schmidt et al._2013_1534,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-4.edf,2,schmidt et al._2013_35,schmidt et al._2013_38,1,3
schmidt et al._2013_1535,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-4.edf,2,schmidt et al._2013_35,schmidt et al._2013_39,2,3
schmidt et al._2013_1536,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-4.edf,2,schmidt et al._2013_35,schmidt et al._2013_40,1,4
schmidt et al._2013_1537,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-4.edf,2,schmidt et al._2013_35,schmidt et al._2013_41,2,3
schmidt et al._2013_1538,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-4.edf,2,schmidt et al._2013_35,schmidt et al._2013_42,1,4
schmidt et al._2013_1539,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-4.edf,2,schmidt et al._2013_35,schmidt et al._2013_43,1,3
schmidt et al._2013_1540,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-4.edf,2,schmidt et al._2013_35,schmidt et al._2013_44,2,4
schmidt et al._2013_1541,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-4.edf,3,schmidt et al._2013_34,schmidt et al._2013_35,2,3
schmidt et al._2013_1542,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-4.edf,3,schmidt et al._2013_35,schmidt et al._2013_36,2,3
schmidt et al._2013_1543,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-4.edf,3,schmidt et al._2013_35,schmidt et al._2013_37,1,4
schmidt et al._2013_1544,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-4.edf,3,schmidt et al._2013_35,schmidt et al._2013_38,1,4
schmidt et al._2013_1545,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-4.edf,3,schmidt et al._2013_35,schmidt et al._2013_39,2,3
schmidt et al._2013_1546,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-4.edf,3,schmidt et al._2013_35,schmidt et al._2013_40,1,3
schmidt et al._2013_1547,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-4.edf,3,schmidt et al._2013_35,schmidt et al._2013_41,2,4
schmidt et al._2013_1548,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-4.edf,3,schmidt et al._2013_35,schmidt et al._2013_42,1,3
schmidt et al._2013_1549,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-4.edf,3,schmidt et al._2013_35,schmidt et al._2013_43,1,4
schmidt et al._2013_1550,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-4.edf,3,schmidt et al._2013_35,schmidt et al._2013_44,2,4
schmidt et al._2013_1551,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-4.edf,4,schmidt et al._2013_34,schmidt et al._2013_35,2,3
schmidt et al._2013_1552,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-4.edf,4,schmidt et al._2013_35,schmidt et al._2013_36,2,3
schmidt et al._2013_1553,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-4.edf,4,schmidt et al._2013_35,schmidt et al._2013_37,1,4
schmidt et al._2013_1554,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-4.edf,4,schmidt et al._2013_35,schmidt et al._2013_38,1,4
schmidt et al._2013_1555,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-4.edf,4,schmidt et al._2013_35,schmidt et al._2013_39,1,4
schmidt et al._2013_1556,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-4.edf,4,schmidt et al._2013_35,schmidt et al._2013_40,1,3
schmidt et al._2013_1557,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-4.edf,4,schmidt et al._2013_35,schmidt et al._2013_41,2,3
schmidt et al._2013_1558,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-4.edf,4,schmidt et al._2013_35,schmidt et al._2013_42,1,4
schmidt et al._2013_1559,schmidt et al._2013,Random Match Protocol, Phase I, Game CO4,NFGDZ4-4.edf,4,schmidt et al._2013_35,schmidt et al._2013_43,1,3
